cod_sys,nm_sys,Codigo,Descricao,Categoria,Categoria_Aux,Classe,Especialidade,Procedimento,Patologia
2,SMART,0,METILCELULOSE 2% 2ML,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,"METILCELULOSE 2% COL (USO 0,5ML) OPYTHALMOS",Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,"METILCELULOSE 2% COL (USO 1,5ML) OPYTHALMOS",Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,METILCELULOSE 2% COL (USO 1ML) OPYTHALMOS,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,METILCELULOSE 4%,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,METILCELULOSE COL 2%,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,"METILCELULOSE SOL. INTRAOCULAR 2% 1,5ML OPHYTHALMOS",Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,MIC BINOC,Exames,Procedimento,Exames,Exames,Microscopia,Eletivos
2,SMART,0,MIC MONOC,Exames,Procedimento,Exames,Exames,Microscopia,Eletivos
2,SMART,0,MICRO ESPONJA 10UN,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,MICRO ESPONJA CIR 1,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,MICRO ESPONJA CIRÚRGICA 1 UN VERDE,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,MICRO ESPONJA CIRÚRGICA 1 UN VERDE ALCON,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,MICRO ESPONJA CIRÚRGICA 10UN VERD,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,MICRO ESPONJA PTA.,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,MICROESPONJA MEROCEL,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,MICROESPONJA PONTA,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,MICROPORE 25X10 3M,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,MICROSC ESPEC BINO,Exames,Procedimento,Exames,Exames,Microscopia,Eletivos
2,SMART,0,MICROSC ESPEC MONO,Exames,Procedimento,Exames,Exames,Microscopia,Eletivos
2,SMART,0,MICROSCOP MONO - SUS,Exames,Procedimento,Exames,Exames,Microscopia,Eletivos
2,SMART,0,MICROSCOPIA,Exames,Procedimento,Exames,Exames,Microscopia,Eletivos
2,SMART,0,MICROSCOPIA BINO,Exames,Procedimento,Exames,Exames,Microscopia,Eletivos
2,SMART,0,MICROSCOPIA ESPECULAR BINOCULAR,Exames,Procedimento,Exames,Exames,Microscopia,Eletivos
2,SMART,0,MICROSCOPIA ESPECULAR CÓRNEA - MONO - TUSS,Exames,Procedimento,Exames,Exames,Microscopia,Eletivos
2,SMART,0,MICROSCOPIA ESPECULAR DA CORNEA,Exames,Procedimento,Exames,Exames,Microscopia,Eletivos
2,SMART,0,MICROSCOPIA ESPECULAR DA CÓRNEA - MONO - AMB,Exames,Procedimento,Exames,Exames,Microscopia,Eletivos
2,SMART,0,MICROSCOPIA ESPECULAR DE CORNEA,Exames,Procedimento,Exames,Exames,Microscopia,Eletivos
2,SMART,0,MICROSCOPIA ESPECULAR DE CóRNEA - MONOCULAR,Exames,Procedimento,Exames,Exames,Microscopia,Eletivos
2,SMART,0,MICROSCOPIA MONO,Exames,Procedimento,Exames,Exames,Microscopia,Eletivos
2,SMART,0,MICROSCOPIO CIR USO,Taxas,Taxas,Taxas,Taxas,Taxas,Taxas
2,SMART,0,"MICROTESOURA INTRAOCULAR 1,0MM ALCON",Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,MIDAZOLAM   15 MG. BL. 20 CPRS.,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,MIDAZOLAM   15 MG. BL. 30 CPRS.,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,MIDAZOLAM  15 MG/3 ML SOL. INJ.,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,MIDAZOLAM - AMPOLA,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,MIDAZOLAM 15MG COMP,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,MIDAZOLAM 5MG,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,"MIDAZOLAM 7,5MG COMP",Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,MIDAZOLAM INJ,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,MITOCIN  INJ. 5MG FR. AMP,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,MITOCIN 5 MG SOL INJ,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,MITOMICINA,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,"MITOMICINA 0,04% COL",Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,MITOMICINA AVULSA,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,MITOMICINA LIOFILIZA,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,"MITOMICINA LIOFILIZADO 0,25MG",Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,MONITOR RIT CARD CC,Taxas,Taxas,Taxas,Taxas,Taxas,Taxas
2,SMART,0,MONONYLON 10-0 30CM,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,MONONYLON 5-0 45CM,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,MONONYLON 6.0 REF 11,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,MOT OCUL (T.ORT) MED,Exames,Procedimento,Exames,Exames,Exame De Motilidade Ocular,Eletivos
2,SMART,0,MOT OCULAR (T.ORTOP),Exames,Procedimento,Exames,Exames,Exame De Motilidade Ocular,Eletivos
2,SMART,0,MOTILIDADE OCULAR,Exames,Procedimento,Exames,Exames,Exame De Motilidade Ocular,Eletivos
2,SMART,0,MOTILIDADE OCULAR (TESTE ORTOPTICO) BINOCULAR,Exames,Procedimento,Exames,Exames,Exame De Motilidade Ocular,Eletivos
2,SMART,0,MOTILIDADE OCULAR BI,Exames,Procedimento,Exames,Exames,Exame De Motilidade Ocular,Eletivos
2,SMART,0,MOTILIDADE OCULAR BINOCULAR,Exames,Procedimento,Exames,Exames,Exame De Motilidade Ocular,Eletivos
2,SMART,0,MPE ANEL FEMO S/SEGU,Cirurgias,Intralase,Refrativa,Refrativa,Anel Intraestromal,Eletivos
2,SMART,0,MPE ANT HAMED,Cirurgias,Procedimento,Outras Cirurgias,Glaucoma,Valvula Ahmed,Eletivos
2,SMART,0,MPE ANTIGLAUCOMATOSA,Cirurgias,Procedimento,Outras Cirurgias,Glaucoma,Antiglaucomatosa,Eletivos
2,SMART,0,MPE BLEFA INFERIOR,Cirurgias,Procedimento,Plastica,Plastica Ocular,Blefaroplastia,Eletivos
2,SMART,0,MPE CALAZIO,Cirurgias,Procedimento,Plastica,Plastica Ocular,Calázio,Eletivos
2,SMART,0,MPE COLA DE FIBRINA,Cirurgias,Procedimento,Plastica,Plastica Ocular,Calázio,Eletivos
2,SMART,0,MPE CRIOTERAPIA CON,Cirurgias,Procedimento,Plastica,Plastica Ocular,Calázio,Eletivos
2,SMART,0,MPE CROSSLINK,Cirurgias,Procedimento,Refrativa,Refrativa,Cross Linking,Eletivos
2,SMART,0,MPE FACEC C/LIO BASI,Cirurgias,LIO,Catarata,Catarata,Facectomia c/ LIO,Eletivos
2,SMART,0,MPE LASIK C/FEMTO MO,Cirurgias,LIO,Catarata,Catarata,Facectomia c/ LIO,Eletivos
2,SMART,0,MPE LENSEX LASER,Cirurgias,Lensx,Catarata,Catarata,Facectomia c/ LIO,Eletivos
2,SMART,0,MPE LENTE INTRAOCULAR,Cirurgias,LIO,Catarata,Catarata,Facectomia c/ LIO,Eletivos
2,SMART,0,MPE PRK POR OLHO,Cirurgias,Procedimento,Refrativa,Refrativa,PRK,Eletivos
2,SMART,0,MPE PTERIGI/TRAN CON,Cirurgias,Procedimento,Outras Cirurgias,Córnea,Pterígio,Eletivos
2,SMART,0,MPE PTOSE AO,Cirurgias,Procedimento,Plastica,Plastica Ocular,Ptose,Eletivos
2,SMART,0,MPE PTOSE INF+SUP,Cirurgias,Procedimento,Plastica,Plastica Ocular,Ptose,Eletivos
2,SMART,0,MPE RETIR DE OLEO SI,Cirurgias,Associada,Retina,Retina,Vitrectomia,Cronico
2,SMART,0,MPE TERAP C/AVASTIM,Cirurgias,Procedimento,Terapia Antiangiogênica,Terapia Antiangiogênica,Terapia Foto Dinamica,Eletivos
2,SMART,0,MPE TERAP C/LUCENTIS,Cirurgias,Procedimento,Terapia Antiangiogênica,Terapia Antiangiogênica,Terapia Foto Dinamica,Eletivos
2,SMART,0,MPE VITR+RETIN+END,Cirurgias,Procedimento,Terapia Antiangiogênica,Terapia Antiangiogênica,Terapia Foto Dinamica,Eletivos
2,SMART,0,MYDRIACYL COL - 1 ML,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,"MYDRIACYL COL 0,5ML",Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,MYDRIACYL COL 1ML,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,"MYDRIACYL COLIRIO (USO 0,5ML )",Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,MYDRIACYL COLIRIO (USO DE 1ML ),Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,MYDRIACYL COLIRIO (USO DE 1ML),Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,MYDRIACYL COLIRIO 1%,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,MYDRIACYL COLÍRIO 1%,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,MYDRIACYL COLIRIO 1% (USO DE 1ML),Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,NARCAN AMPOLA 1ML,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,NAROPIN 7.5MG - 20ML,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,NATURAL COLOR,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,NAUSEDRON 4 MG. 1 AMP. X 2 ML,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,NAUSEDRON 4MG,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,NAUSEDRON 4MG 2ML,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,NAUSEDRON 4MG/ML 2ML,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,"NEOCAÍNA 0,75% S/VAS",Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,NEOCAINA PESADA 5 MG/ML AMPS.,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,NEPRESOL 20 MG. CX. 50 AMPS.1 ML,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,"NEVANAC  0,5 ML",Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,"NEVANAC  FR. PLAST. GOTEJ. 5 ML USO ( 0,5 ML)",Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,NEVANAC  FR. PLAST. GOTEJ. 5 ML USO ( 1 ML),Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,NEVANAC 5ML   1 ML,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,NILPERIDOL 2ML,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,NITROGENIO,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,NITROGENIO P/HORA,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,"NOVABUPI  ISOBARICA 0,5% CX.30 EST. 4 ML.",Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,"NOVABUPI 0,5% S/V",Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,"NOVABUPI 0,75% C/V",Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,"NOVABUPI 0,75% S/V",Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,"NOVABUPI AMP 0,75 MG",Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,NOVALGINA 1G AMPOLA 2 ML,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,NOVALGINA 2ML AMP,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,NOVALGINA 2ML AMPOLA,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,NOVALGINA AMPOLA 2ML,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,NOVALGINA COMPRIMIDO,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,"NOVAPUBI  ISOBARICA 0,5% CX.30 EST. 4 ML.",Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,OBS TEC VERION,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,OCLUSOR DES ESTERIL,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,OCLUSOR DESCARTAVEL ESTERIL,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,OCLUSOR OCULAR ACRIL,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,OCLUSOR P/ REFRATIVA,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,OCLUSOR PLASTICO -  STERIFARMA,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,OCT,Exames,Procedimento,Exames,Exames,Tomografia,Eletivos
2,SMART,0,OCT - BINO,Exames,Procedimento,Exames,Exames,Tomografia,Eletivos
2,SMART,0,OCT - MONO,Exames,Procedimento,Exames,Exames,Tomografia,Eletivos
2,SMART,0,OCT - TOMOGAFIA DE COERENCIA OPTICA,Exames,Procedimento,Exames,Exames,Tomografia,Eletivos
2,SMART,0,OCT - TOMOGAFIA DE COERENCIA OPTICA BINOCULAR.,Exames,Procedimento,Exames,Exames,Tomografia,Eletivos
2,SMART,0,OCT - TOMOGRAFIA DE COERENCIA OPTICA,Exames,Procedimento,Exames,Exames,Tomografia,Eletivos
2,SMART,0,OCT BINOC,Exames,Procedimento,Exames,Exames,Tomografia,Eletivos
2,SMART,0,OCT BINOCULAR,Exames,Procedimento,Exames,Exames,Oct,Eletivos
2,SMART,0,OCT CHECK GLAUCO BIN,Exames,Procedimento,Exames,Exames,Tomografia,Eletivos
2,SMART,0,OCT CHECK GLAUCO MON,Exames,Procedimento,Exames,Exames,Tomografia,Eletivos
2,SMART,0,OCT CP,Exames,Procedimento,Exames,Exames,Tomografia,Eletivos
2,SMART,0,OCT DA CORNEA MONOCULAR,Exames,Procedimento,Exames,Exames,Tomografia,Eletivos
2,SMART,0,OCT DA CORNEA VISANTE BINOCULAR,Exames,Procedimento,Exames,Exames,Tomografia,Eletivos
2,SMART,0,OCT- MONO,Exames,Procedimento,Exames,Exames,Tomografia,Eletivos
2,SMART,0,OCT- MONO SUS,Exames,Procedimento,Exames,Exames,Tomografia,Eletivos
2,SMART,0,OCT MONOC,Exames,Procedimento,Exames,Exames,Tomografia,Eletivos
2,SMART,0,OCT-BINO,Exames,Procedimento,Exames,Exames,Tomografia,Eletivos
2,SMART,0,"OCUFEN COLÍRIO  0,03% SOL. OFT. 5 ML.",Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,"OCUFEN COLIRIO 0,03%",Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,"OCUFEN COLÍRIO 0,03%",Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,OLEO DE SILICONE 500,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,OLEO OXANE - OLEO DE SILICONE5700CST. SERINGA 10 ML,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,OLEO OXANE- OLEO DE SILICONE1300CST. SERINGA 10 ML,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,OLEO SILIC 1300-10ML,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,OLEO SILICONE AMP,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,OLEO SILICONE SERING,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,OLOGEN COLAGENO,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,ONDANSETRONA 4MG AMPOLA,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,OPD SCAN,Exames,Procedimento,Exames,Exames,Aberrometria,Eletivos
2,SMART,0,"OPHTCOL 0,1 AMP 2ML",Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,"OPHTCOL 0,1 MG/ML SOL. OFT. FA VD 2ML",Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,"OPHTCOL 0,1 MG/ML SOL. OFT. FA VD 2ML (USO 0,5ML)",Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,"OPHTCOL 0,1 MG/ML SOL. OFT. FA VD 2ML (USO 1ML)",Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,"OPHTCOL 0,1 MG/ML SOL. OFT. FA VD. X 2 ML",Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,"OPHTCOL 0,1% FA 2ML",Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,OPTIMUM XC,LC,LC,LC,LC,LC,Eletivos
2,SMART,0,OPTOGEL TORIC  ESPEC,LC,LC,LC,LC,LC,Eletivos
2,SMART,0,ORA (AO),Exames,Procedimento,Exames,Exames,ORA,Eletivos
2,SMART,0,OUTRAS CIRURGIAS,Cirurgias,Procedimento,Outras Cirurgias,Pequenos Procedimentos,Outras Cirurgias,Eletivos
2,SMART,0,OUTROS EXAMES,Cirurgias,Procedimento,Outras Cirurgias,Pequenos Procedimentos,Outras Cirurgias,Eletivos
2,SMART,0,OUTROS MAT MED,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,OVDS E SOLU ES. 5111 - BSS GARRAFA 500 ML. ALCON.,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,OXIGENIO 3L/MIN,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,OXIGÊNIO 5 L /MIN H,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,OXIGENIO 5L/HS  CADA 15 MINUTOS,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,OXIGÊNIO 5L/MI 1HORA,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,OXIGENIO 5LT/ MIN,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,OXIGÊNIO 5LT/MIN,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,OXIGÊNIO SL CIR  P/H,Taxas,Taxas,Taxas,Taxas,Taxas,Taxas
2,SMART,0,OXIMETRO P/ HORA,Taxas,Taxas,Taxas,Taxas,Taxas,Taxas
2,SMART,0,OZURDEX,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,"OZURDEX 0,7MG IMPL.INTRAVITREO APL.",Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,PAC CHECUP GLAUCOMA,Exames,Procedimento,Exames,Exames,Pacote Exames,Eletivos
2,SMART,0,PAC DES. FATOCOAGULAÇÃO LASER,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
2,SMART,0,PACOTE -  ECTROPIO,Cirurgias,Taxas,Plastica,Plastica Ocular,Correção Cirurgica de Ectrópio ou Entrópio,Eletivos
2,SMART,0,PACOTE -  VITRECT VIA PARS,Cirurgias,Taxas,Retina,Retina,Vitrectomia,Cronico
2,SMART,0,PACOTE -  VITRECTOMIA VIA PARS PLANA,Cirurgias,Taxas,Retina,Retina,Vitrectomia,Cronico
2,SMART,0,PACOTE - CALAZIO,Cirurgias,Taxas,Plastica,Plastica Ocular,Calázio,Eletivos
2,SMART,0,PACOTE - CAPSULECTOMIA,Exames,Taxas,Exames,Exames,Yag Laser,Eletivos
2,SMART,0,PACOTE - CAPSULOTOMIA,Exames,Taxas,Exames,Exames,Yag Laser,Eletivos
2,SMART,0,PACOTE - CIRURGIA LASIK,Cirurgias,Taxas,Refrativa,Refrativa,LASIK,Eletivos
2,SMART,0,PACOTE - CORP ESTR. IMANTAVEL,Cirurgias,Taxas,Outras Cirurgias,Pequenos Procedimentos,Retirada de corpo estranho,Eletivos
2,SMART,0,PACOTE - DELAMINAÇÃO CORNEANA FOTOA ESTROMAL  LASIK>5,Cirurgias,Taxas,Refrativa,Refrativa,LASIK,Eletivos
2,SMART,0,PACOTE - DERMATOCALOSE,Cirurgias,Taxas,Plastica,Plastica Ocular,Dermatocalaze,Eletivos
2,SMART,0,PACOTE - DESP HOSP LASIK,Cirurgias,Taxas,Refrativa,Refrativa,LASIK,Eletivos
2,SMART,0,PACOTE - ESTRABISMO,Cirurgias,Taxas,Outras Cirurgias,Estrabismo,Estrabismo,Eletivos
2,SMART,0,PACOTE - EX TUMOR C/PLAST,Cirurgias,Taxas,Outras Cirurgias,Pequenos Procedimentos,Exerese de Tumor Palpebral,Eletivos
2,SMART,0,PACOTE - EXÉRESE DA CONJUNTIVA,Cirurgias,Taxas,Outras Cirurgias,Pequenos Procedimentos,Exerese de Conjuntiva,Eletivos
2,SMART,0,PACOTE - EXERESE DE TUMOR S/PLASTICA,Cirurgias,Taxas,Outras Cirurgias,Pequenos Procedimentos,Exerese de Tumor Palpebral,Eletivos
2,SMART,0,PACOTE - EXERESE TUMOR PALPEBRAL,Cirurgias,Taxas,Outras Cirurgias,Pequenos Procedimentos,Exerese de Tumor Palpebral,Eletivos
2,SMART,0,PACOTE - FACECT FACO+LIO,Cirurgias,Taxas,Catarata,Catarata,Facectomia c/ LIO,Eletivos
2,SMART,0,PACOTE - FACECTOMIA COM LIO,Cirurgias,Taxas,Catarata,Catarata,Facectomia c/ LIO,Eletivos
2,SMART,0,PACOTE - FOTOABLAÇAO SUP. CONV PRK >5,Cirurgias,Taxas,Refrativa,Refrativa,PRK,Eletivos
2,SMART,0,PACOTE - FOTOCOAGULACAO A LASER,Cirurgias,Taxas,Refrativa,Refrativa,PRK,Eletivos
2,SMART,0,PACOTE - GLAUCOMA,Cirurgias,Taxas,Outras Cirurgias,Glaucoma,Antiglaucomatosa,Cronico
2,SMART,0,PACOTE - IMPL SEC+FIX LIO,Cirurgias,Taxas,Catarata,Catarata,Implante secudario de LIO,Eletivos
2,SMART,0,PACOTE - IMPLANTE DE POLIMERO,Cirurgias,Taxas,Terapia Antiangiogênica,Terapia Antiangiogênica,Ozurdex,Cronico
2,SMART,0,PACOTE - IMPLANTE DE SILICONE INTRA VITREO,Cirurgias,Taxas,Retina,Retina,Vitrectomia,Cronico
2,SMART,0,PACOTE - IMPLANTE SECUNDARIO FIXACAO DE LIO,Cirurgias,Taxas,Catarata,Catarata,Implante secudario de LIO,Eletivos
2,SMART,0,PACOTE - INDOCIANIA VERDE,Exames,Taxas,Exames,Exames,Retinografia,Eletivos
2,SMART,0,PACOTE - IRIDECTOMIA LASER,Exames,Taxas,Exames,Exames,Iridectomia,Eletivos
2,SMART,0,PACOTE - LUCENTIS,Cirurgias,Taxas,Terapia Antiangiogênica,Terapia Antiangiogênica,Lucentis,Cronico
2,SMART,0,PACOTE - PTERIGIO + TRANPLANTE,Cirurgias,Taxas,Outras Cirurgias,Córnea,Pterígio,Eletivos
2,SMART,0,PACOTE - PTERIGIO + TRANPLANTE CONJUNTIVAL,Cirurgias,Taxas,Outras Cirurgias,Córnea,Pterígio,Eletivos
2,SMART,0,PACOTE - PTOSE PALPEBRAL 70% VIA DIFERENTE,Cirurgias,Taxas,Plastica,Plastica Ocular,Ptose,Eletivos
2,SMART,0,PACOTE - PTOSE PALPEBRAL UNILATERAL,Cirurgias,Taxas,Plastica,Plastica Ocular,Ptose,Eletivos
2,SMART,0,PACOTE - RECO/SUTURA CANALICOLO,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
